Type,Name,Icon,Description,Downloads,Score,Genre,Currency,Price,Free
Skin care,Beauty Barn: Korean Skincare,https://play-lh.googleusercontent.com/4YNg1gkePfFo3yma5ETZGfUR5grYngwkosiMSsO0oALshppKbUVZjJnLK3FjEVexFj0,"Beauty Barn brings you the best Skincare Brands and Skincare Products from South Korea. 
Beauty Barn is India’s first-ever K-Beauty and Korean Skincare e-commerce platform founded in 2017. Discover the newest skincare products and K-Beauty trends at Beauty Barn! Shop the latest Korean Skincare and more.

Beauty Barn is an exciting online destination for Korean skincare and beauty products for skincare enthusiasts across India. Shop from a host of renowned Korean skincare brands. 
Beauty Barn is dedicated to curating the right skincare routine, and providing skincare guidance with the right knowledge to help its patrons achieve healthy, beautiful skin. 
Begin your skincare journey confidently and shop the best curated Korean skincare, beauty and makeup from South Korea.
Download the Beauty Barn app to shop on-the-go Korean skincare as well as your favourite Korean makeup items. 

Skin Care: Buy Oil-Based Cleansers, Water-Based Cleansers, Exfoliators, Toners, Serums, Essences, Masks, Spot Treatments, Eye Care, Moisturizers, Sunscreen, Makeup, 10-Step Korean Skincare Routine, Best Korean Skincare Brands, Skincare Consultation, Korean Skincare Awareness & Education. Shop bestsellers, skincare gits sets & sets, skincare minis, curated skincare routines. Check out daily offers and deals and buy Korean skincare products at the best discounted prices. 

Brands: By Wishtrend, Isntree, Purito, I’M From, Dear Klairs, COSRX, 3CE, A’Pieu, Acwell, Banila Co, Benton, Etude House, Heimish, Iunik, Laneige, Missha, Nature Republic, Neogen, Skin & Lab, Somebymi. 
Clean & Conscious Beauty: Discover Clean Beauty favourites curated with care from Korean brands. Beauty Barn has made it a priority to curate safe, clean, cruelty-free and environmentally responsible options so you can shop and care for your skin worry-free.
Download the App today and get access to India’s No 1 Destination for Korean Skincare. You deserve the best experience! 

Have any skincare questions or queries related to the app? Reach out to us at care@beautybarn.in
Call us on +916009437477","10,000+",0.0,Shopping,USD,0.0,True
Skin care,Dermstore: Shop Pro Skin Care,https://play-lh.googleusercontent.com/Ouu-MXgMHIeZTeycumoaPz86GX-rL72C9xMTsZMoyx-aAMf3BislJoCzOg2z_lBI1A,"The Dermstore app makes it easy to shop for all your favorite skincare, hair care and beauty products from your mobile device. Come join the largest community of skin care enthusiasts, those tired of trying what doesn’t work, those who believe the only secret to beauty is health.

Shop professional-strength formulas for your most challenging skin concerns, from top skincare brands including SkinCeuticals, SkinMedica, EltaMD, Obagi, iS Clinical, Sunday Riley and more. Treat your hair right with top brands like Oribe, Olaplex, Living Proof and more. Learn more about skin health, hair health and more from our expert content, regularly featuring dermatologists, estheticians, formulators and stylists.

Skincare
•	Shop cleansers, exfoliators, moisturizers, treatments and serums
•	Anti-aging and dark spot treatments
•	Acne treatments and exfoliators

Hair Care
•	Tools and brushes to help maintain your hair
•	Shampoos and conditioners to keep your hair hydrated and glowing
•	Hair care treatments and shampoos for thinning hair

Top Brands
•	Find the top dermatologist recommended brands for all skin types
•	Skin care for normal, oily, combination skin and all skin types
•	SkinCeuticals, SkinMedica, EltaMD, Obagi, iS Clinical, Sunday Riley and more!

Gifts and Sets
•	Find the perfect gift set for friends, family and loved ones
•	Shop skincare kits, makeup, hair care and bath and body sets
•	Discover the Best of Dermstore skincare sets with products from your favorite brands","100,000+",4.64,Shopping,USD,0.0,True
Skin care,SkinTheory Skin + Acne Tracker,https://play-lh.googleusercontent.com/mYo087258OSly7M7pGmDv2qb71HuhEg1R2-EAVJsXPBvAzMsHdMnt5u65GM5kLWvxM7Q,"SkinTheory helps you understand your skin and treat it the right way.
Doctors recommend tracking any change to your skincare routine for 4 to 6 weeks. (Source: American Association of Dermatology)



Skin conditions that this could help you manage more confidently are Acne, Pimples, Skin Congestion, Oily Skin, Dry Skin, Anti-Aging, Wrinkles, Crows Feet, Eczema, Dermatitis, Rosacea, Psoriasis, etc.


How to use the app:

1. Choose something you want to try, maybe a new moisturizer 🧴 or cutting out dairy 🥛 .
2. Based on how your experiment goes, decide whether to keep your routine or tweak it. Soon you’ll know exactly what will fix your acne.👩‍🔬


We added some nice features to make this process to fix your acne easy:
- Easily take photos and written logs
- Quickly compare your log entries between days
- Acne/skin photos and logs are saved privately in the app
- Manage different routines, experiments, and products
- And lots more!","5,000+",4.5454545,Beauty,USD,0.0,True
Skin care,"Skin and Face Care - acne, fai",https://play-lh.googleusercontent.com/rOTW5ndFYLCR8vIlQMCwrGonk-ag0qfuV2f24cH_osevmDldwUNfeqJ9d4nB9UACoPv7,"Do you desire to have a flawless face, Do you desire to get rid of those dark lips. Do you desire to have sparkling white teeth so you don’t have to think twice when you smile or laugh.

Then this is the right app for you. “Face & Skin Care - acne, fairness, wrinkles” has covered everything for your face and skin. In this app you will find solutions for 
 Face Wrinkles, Acne (Pimples), Fair Skin, Glowing Skin, Blackheads, Teeth Whitening, Dark Lips, Blemishes, Facial Hair Removal, De Tanning (Removing Sun-Burn), Dark Circles, Uneven Skin Tone, Warts, Stretch Marks, Prickly Heat, Body Scrubs, Body Polish, Cracked Heels, Dry and Rough Hands, Makeup Hacks

In this app you can also know your skin type with a simple skin test. And as per your skin type it gives you suggestion so you can take the best care of your skin.

This app is available in 10 different languages i.e. Hindi, Spanish, French, Japanese, Korean, Russian, Arabic, Portugues and German.

The app deals with nature and natural remedies so it will have no side effects . The app has around 1000+ remedies for your face and skin. The app is designed for an international audience, so you sitting anywhere from paris to London, from usa to uk, from Australia to America, from India to Indonesia, from Germany to Brazil, from Canada to Dubai you will find it useful and relevant.

The app also covers up facial exercises and diet you should be taking. So leave all your worries and just follow this app’s advice and see result within 2-3 weeks

DISCLAIMER: 
The content and images contained in the app is collected from online sources, we do not claim the authority of the content
The home made beauty tips information on this app is provided as an information resource only.
Please consult your doctor in case of any health related problem. Pregnant women and children should consult a doctor prior using these remedies as a precaution measure. XT Apps expressly disclaims responsibility, and shall have no liability, for any damages, loss, injury, or liability whatever suffered as a result of your health on the information contained in this app.","500,000+",4.11,Beauty,USD,0.0,True
Skin care,"Daily Beauty Care - Skin, Hair",https://play-lh.googleusercontent.com/NUW4RBGsy0Wx5lKe8vFc23FLIzkJkWqYUS30Ig7vmiHBsxInyS1hp6At6OItFB5lOX4,"“Daily Beauty Care –Skin, Hair, Face, Eyes” is an app that serves as a beauty guide for both
men and women all over the world. Here you will find plethora of natural tips that can help solve
their day to say beauty related problems like acne, pimples, puffy eyes, dandruff, alopecia, dry
hands, greying of hair etc.
You will find remedies for you’re the following problems of hair, face, skin, eyes, hands and feet :
1. Problems of Face: face wrinkles, acne (pimples), fair skin, blackheads, facial hair removal, de-
tanning (removes sun burn), teeth whitening, dark lips, blemishes
2. Problems of Hair: dandruff, silky, shiny & bouncy hair, straight hair, split ends, greying hair,
hair growth (hair fall control), frizzy Hair, head lice, dry and damaged hair,
3. Problems of Skin: glowing skin, uneven skin tone, warts, stretch marks, prickly heat, body
scrubs, body polish
4. Problems of Eyes: dark circles, puffy eyes, beautiful eyes, sunken eyes, better eyebrows,
thicker and longer eyelashes
5. Problems of Hands & feet: dry & rough hands, nail growth, pink shiny nails, dark inner thighs,
dark underarms, dark private parts, cracked heels, dark hands & feet
6. Makeup Hacks: For smudge protection on your lips, For fuller lips, For larger lips (pouty lips),
For long lasting lipstick, Non-transferable peel-off Lipstick, For even coverage of mascara, To
prevent mascara marks, Makeup waterproofing, To prevent staining during nail-paint, For quick
drying of nail-paint, Winged liner, Eyelash curling, For slim straight nose using makeup

You will also find methods for Facial, Pedicure & Manicure, Hair Spa etc with audio guidance and timer

So, ‘Daily Beauty Care – Hair, Face, Skin, Eyes’ app is a one stop solution for all your daily care
and beauty related problems where you not just get more than 1000 home remedies for beauty
tips but also get diet tips and exercise plans as well.

Also, you can check your skin type using our newly introduced option – ‘Know your skin Type’
All remedies mentioned in the app are completely natural and uses only your basic kitchen
ingredients like turmeric, lemon, baking powder, ginger, garlic, tulsi, basil, potatoes, tomatoes,
butter, olive oil, vinegar, fruit pulps like papaya, cucumber, banana, apple and others. Also, this
body care and beauty tips app is suitable for all men, women and children of all ages.
DISCLAIMER:
The content and images contained in the app is collected from online sources, we do not claim
the authority of the content
The home made beauty tips information on this app is provided as an information resource only.
Please consult your doctor in case of any health related problem. Pregnant women and children
should consult a doctor prior using these remedies as a precaution measure. XT Apps expressly
disclaims responsibility, and shall have no liability, for any damages, loss, injury, or liability
whatever suffered as a result of your health on the information contained in this app.","1,000,000+",4.24,Beauty,USD,0.0,True
Skin care,Skintory,https://play-lh.googleusercontent.com/8tHc2eRha5RTvVSGxbnnwZ2SQeA7MunzJGBSWu9Qcak8nrisiHU3WoEshDIOQcHhTrMo,"Welcome to Skintory a place to organize and manage your cosmetics inventory, chat with like-minded skincare enthusiast and find perfect products for your best skin

Key opportunities
•  Routines
•  Shopping List
•  Expiration dates tracker
•  Skincare Community
•  Ratings and reviews","10,000+",3.2,Lifestyle,USD,0.0,True
Skin care,Neutrogena Skin360®,https://play-lh.googleusercontent.com/vr1lGXWUqnsFsAXgh08lA9Ey9cUP7uppDJfmPm5xyA9FPEM5oh8p_zUn0s65yELYHScu,"Ready for an expert opinion? Take a selfie! Using your smartphone camera, the Neutrogena Skin360® app measures your skin by analyzing 2,000+ facial attributes and 100,000 skin pixels. It instantly generates a Skin360 Score based on dark circles, wrinkles, fine lines, and more.

Backed by dermatologist-recommended skincare brand Neutrogena, our innovative technology was developed by analyzing more than 10,000 faces, including different ages and ethnicities.
The next-gen app even allows you to chat with your very own skin coach, NAIA™, who provides personalized skin care guidance and product recommendations designed specifically for you. Plus, with over 2.5 million product recommendations, virtually no two recommendations are the same. Download the app today to start your healthy skin journey.

Discover a Skin Care Routine Designed Just for You:

【SCAN】
- Neutrogena Skin360® analyzes more than100,000 skin pixels and more than 2,000
facial attributes to provide you with a unique Skin360 Score each time you scan.
- It’s easy to use! Just take a 180° selfie to track your progress. (We recommend at least one skin scan per week.)
- Using ARM NEON technology, the analysis is completed within 1 second and has a detection speed 5x faster than before.

【MEASURE】
- Neutrogena Skin360® evaluates your skin by measuring dark circles, wrinkles, fine lines, dark spots, and texture.
- Submit other lifestyle factors that could impact your skin such as sleep, exercise, and stress.
- Designed for all skin types! The Neutrogena Skin360® database was developed by analyzing more than 10,000 different faces, ethnicities, and ages. 

【TRACK】
- Your Skin360 Score changes as your skin does.
- Monitor your skin’s progress and improvement over time for healthier-looking skin.
- Compare your before and after selfies to watch how your skin changes based on your habits and skin care routines. 

【PERSONALIZE】
- Get a personalized skin care product regimen based on your skin’s needs.
- Chat with your very own skin coach, NAIA™, who provides custom advice and insights to help you achieve your best skin ever. 

【LEARN】
- Skin Science doesn’t have to be rocket science!
- NAIA™ will curate a list of recommended reads based on your skin concerns to help you become a skin health expert. 

Let’s Get Social!
Instagram: @neutrogena
Facebook: http://www.facebook.com/neutrogenaUS
Twitter: http://www.twitter.com/neutrogena
YouTube: http://www.youtube.com/Neutrogena
Pinterest: http://www.pinterest.com/Neutrogena
Online: http://www.skin360app.com","10,000+",2.737864,Health & Fitness,USD,0.0,True
Skin care,"Skinlog | skin diary, analysis",https://play-lh.googleusercontent.com/O95JIT8PF3fH2c0NYPA56jbaYCe7gXxt9JQTpuO8JQpNpSF-fix5eb9FoM6rQg9RzPI,"Skinlog, a small habit that makes your skin clearer

[ALE NEW SKINLOG]

• My own skin diary
If you know the reason why your skin is good or bad, your skin can be good, too. Log skin photos, symptoms, skincare routines, life, food, and water intake in the Skinlog. Record it and Skin log will tell you about your skin!

• Skin Analysis AI
When taking a skin picture, the skinlog AI analyzes the skin by looking at the front picture. AI inform you of the number of acne types, moisture, oil, elasticity, sensitivity, and pigmentation.

• Skin Insight
It shows the statistics based on skin diary. Let me tell you what skin symptoms you had the most, what food you ate the most, and what emotions you felt the most!

• Vanity and skincare routine
Register the product you use on the digital vanity and manage it. You can determine the duration of use and log your skin care routine in the morning and evening.

• If you have any concerns, tell on Skintalk,
Skinlog has a community where you can share your skin care know-how or concerns anonymously. If you work together, not alone, your skin can get better faster. Talk about skin care and face. You can attach a picture of the skin you recorded on the skin log as data.

• Selfie Tracking
If you want to see an objective skin condition, record it with a picture of your skin. No one but you can see the skin selfie, and the recorded skin photos can be found separately in ""Album.” 

Tips! Tips for using selfie logs
- If your skin suddenly turns upside down, leave a process of managing and improving it.
- Use it as a reference when visiting the dermatologist for treatment.
- If you are undergoing skin or plastic surgery through an app such as Gangnam Unnie's Goddess Ticket, track the process of improvement.
- If you are attempting a cosmetic adventure through an app like Jamface Hwahwa, check the picture to see if this product fits your skin well.

• Notification
You can get a reminder notification so that you can log it consistently. 

• Lock Settings
If you're worried about your personal information because your skin photos are stored, set up a password.

Thank you for using our app:)
Please send your suggestions/inquiries here!
support_skinlog@artlab.ai","10,000+",5.0,Beauty,USD,0.0,True
Diabetes,mySugr - Diabetes Tracker Log,https://play-lh.googleusercontent.com/D-tsyzAeR5m-P_HBwlgdLvCLIiGfL7Yq4DVU7PWhQUc75LFd4GzZSZougW17Qhu92fc,"Get help with managing your diabetes, it's quick and easy!

Ranked the Top Diabetes App by Healthline 3 times. Featured in Forbes, TechCrunch, and The Washington Post.

Adding the mySugr app to your daily routine with diabetes (Type 1, Type 2, or gestational diabetes) will make your life easier. 

The mySugr app is your loyal and free diabetes logbook, which keeps your diabetes data under control. With one app you'll have:

• Easy and personalized dashboard (diet, meds, carb intake, blood glucose levels and more).
• Bolus Calculator with precise insulin dose recommendations (limited to some countries using mySugr PRO).
• See clear blood sugar level graphs.
• Estimated HbA1c at a glance, no more surprises.
• Daily, weekly, and monthly reports, that you can share directly with your doctor.
• Secure data backup (built with regulatory compliance, quality, and safety).

Make diabetes suck less.

1. APP FEATURES
It auto-logs your data plus you can collect your daily therapy info such as meals, your diet and carb intakes. Also, any medications you take, blood glucose levels and insulin levels.

2. INTEGRATIONS
• Steps, activity, blood pressure, CGM data, weight, and more.
• Google Fit®
• Accu-Chek® Aviva Connect; Accu-Chek® Guide Me; Accu-Chek® Performa Connect; Accu-Chek® Guide (activate mySugr PRO for no charge! Please see our FAQs on the website for the latest information).
• RocheDiabetes Care Platform: You can connect the mySugr app to the RocheDiabetes Care Platform and share important diabetes data with your doctor, so you both have a better understanding of your diabetes. Once you are connected, you get mySugr PRO for free! (Check availability in your country)

3. PRO FEATURES
Take your diabetes therapy to the next level! mySugr PRO can be activated at no charge with some Accu-Chek® devices or with a monthly or yearly paid subscription.
• Bolus Calculator (check available countries): calculate your insulin dose, corrections, and meal shots.
• PDF & Excel reports: save or print all your data for you or your doctor.
• Blood glucose reminders: you won't forget to check and log.
• Meal photos: snap your meals to improve your carb counting.
• Basal rates: for pump users.

Get it now! A clear logbook to monitor, control and manage your diabetes: all your medical information right on your smartphone and ready to be used! Stay on top of your health, monitor your carbs, manage your medicine intake with the mySugr Bolus Calculator (mySugr PRO), get help avoiding hypers/hypos, and be in control of your diabetes therapy every day!

SUPPORT:
We are always working to make the mySugr app better, and we need your feedback! Have a problem, criticism, question, suggestion, or praise? 

Get in touch at:
• mysugr.com
• support@mysugr.com

https://legal.mysugr.com/documents/GENERAL_TERMS_OF_SERVICE_US/current.html
https://legal.mysugr.com/documents/privacy_policy_us/current.html

Upgrading to mySugr PRO will charge your Google Play account. Your subscription automatically renews unless canceled at least 24 hours prior to the end of the current period. The cancellation of the current active subscription period is not allowed. Your subscription and auto-renewal options can be managed in your account settings in the Google Play settings after purchase.","1,000,000+",4.3929977,Medical,USD,0.0,True
Diabetes,Diabetes:M - Blood Sugar Diary,https://play-lh.googleusercontent.com/aMkPFTtGHdW550VQYpD0Q0_X2eNPApCgpTo1Z5rEpHN0aJyc8u8HOpBK5un7l-1-f4E,"Designed for both smart phones and tablets, this application will help you manage your diabetes better and keep it under control. Whether you are Type 1 or Type 2, have Gestational Diabetes or just want to help and monitor a family member, this is the logbook app for you.

The application tracks almost all aspects of the diabetes treatment and provides you and with detailed reports, charts and statistics. You can send the reports to your supervising physician via email. Diabetes:M also gives you various tools, so you can find the trends in blood glucose levels and allows you to get an insight about normal and prolonged insulin boluses using its highly effective, top-notch Bolus Advisor.

It also has a vast nutrition database, to help you keep track of your food intake and nutrition information, as well as exercise time. Never forget another check with our simple but powerful reminders system.

Diabetes:M can analyze the values from the imported data from various glucometers and insulin pumps via the exported files from their respective diabetes management software systems.

Supports Wear OS smart watches.

The Diabetes:M platform is CE certified as Class I Medical Device.

IMPORTANT:  DIABETES:M DOES NOT SUPPORT 14 DAYS US LIBRE SENSORS!

PREMIUM SUBSCRIPTION FEATURES
If you’re really serious about your health, our subscription plan includes:

+ No Ads – Subscribing removes all advertising from the app, so you can concentrate on what is important.
+ Bluetooth Integration – connects to some of the most popular bluetooth glucose meters.
+ 2 Additional Profiles – You can set up to two additional, fully featured profiles. This allows you to keep track of your loved ones (or even pets). 
+ Additional lab result records - Add a comprehensive metabolic panel, kidney function tests and much more...
+ Expanded Food Database – This will allow greater access to server food database, as well as an option to save selected food as Meals and Dishes 
+ Pattern Analysis – Advanced glucose analysis of logbook data with explanations for the most probable problem causes.
+ Synchronization – Automatically sync multiple devices on data change. Allows you to use any of your available mobile devices to keep track effortlessly.
+ Reports - Get your reports in PDF or XLS format","500,000+",4.006734,Medical,USD,0.0,True
Diabetes,Blood Glucose Tracker,https://play-lh.googleusercontent.com/_FECpgcCR210RQN6Bf80jBbyiBL2UWujro0f_DmI5JsYYiJbc2tbc-CUExW_9o3TqwRz,"Blood Glucose Tracker by Little Bytes, makes it easy to log and analyze your blood glucose levels in a convenient place, your Android phone or tablet!

We have big plans for this app and look forward to making it as useful as possible to those trying to control their diabetes. The current version brings:
- Basic blood sugar tracking by type of event (before breakfast, before dinner, after lunch, etc.)
- Filtering history by event type / tag.
- Tags (useful to keep track of reactions to exercise, types of food, etc.)
- US or International units (mg/dL or mmol/L)
- Number input with your keyboard or a convenient on-screen number pad
- Statistics (averages per week, per month, all time)
- Automatic Android backup & restore: buying a new phone doesn't mean losing all of your data.
- Manual backup & restore: save all of your data to a file on your phone or favorite cloud service for later import.
- Share your data: email an html version of your captured data directly from your phone to your doctor or share it to Google Drive or Dropbox for safe keeping.
- Notepad: take notes throughout the day. The next time you record a blood sugar reading, we'll add them to the notes for you.
- A1C results: enter your a1c test results for safe-keeping and analysis
- Daily reminders: Get a notification at times you specify every day.
- Android Wear support: Reply to reminders by speaking your blood sugar into your smart watch.
- Targets: enter your target low and high blood sugar levels after discussing with your doctor.
- Cloud sync: sync your data a cloud service and keep all of your devices up to date.
- Medication tracking: track your medication along side your blood sugar readings.","500,000+",4.712858,Health & Fitness,USD,0.0,True
Diabetes,Diabetic Recipes app,https://play-lh.googleusercontent.com/tgY4fI88-3Qe4hPo1jOX5tLpkmhk5p9-U453BzIN0BFAO8mWTmXY2wicRjdhA2XbUQ,"We have curated sugar-free diabetic recipes for this festival season. Have a perfect Halloween party with our healthy low-carb food treats! We even have sugar-free recipes especially for Columbus Day and Black Friday. Our diabetic-friendly Thanksgiving recipes are worth trying for!

Get tasty and healthy diabetic recipes, with step by step recipe instructions, recipe videos, nutritional information and more. 

Start cooking these diabetic recipes for free, with Cookbook's Diabetic recipes app. Your search for healthy and easy diabetic recipes ends today. Learn to cook tasty diabetic meals from recipe collections of the finest diabetic recipes in the world. You can download diabetic recipes to create an offline collection of healthy diabetic recipes. Diabetic diet means that the diet eliminates the sugar content and reduces the load on your pancreas. 

For people affected by diabetes, this helps to cope with the low insulin content produced by the pancreas. Get your diabetes under control by eating healthy diabetic-friendly meals with our diabetic recipes app. 

The diabetes diet contains healthy carbohydrates, fibre-rich food, fish and good fats.

 <b>We designed the diabetic recipes app with features like:-</b> 

1. Choose your favourite recipes from diabetic recipe collections. 
2. Daily recipe planner for diabetics. 
3. Diabetic Recipes for free 
4. Make a shopping list for diabetic-friendly grocery shopping. 
5. Send the diabetic recipe shopping list to your partner. 
6. Send diabetic recipes to friends. 
7. Get diabetic recipes offline without internet. (No internet required) 
8. Diabetic recipe finder by ingredients. 
9. Diabetic recipe search by ingredients, occasions, dietary preferences, cooking difficulty etc. 
10. Get popular diabetic-friendly food recipes from around the world.

 <b>Diabetic recipe categories:-</b>
> Diabetic breakfast recipes
> Diabetic lunch recipes
> Diabetic dinner recipes
> Diabetic snack recipes
> Diabetic side dish recipes
> Diabetic dessert recipes
> Diabetic condiment recipes
> Diabetic smoothie recipes

 <b>Our diabetes recipes app focuses on:-</b> 
+ Healthy carbs like fruits, vegetables, whole grains, legumes (beans/peas) and low-fat dairy (milk/cheese). 
+ Fibre-rich food moderates digestion and helps in controlling blood sugar. 
+ Good fats like avocado, nuts, canola oil, olive oil and peanut oil.

<b>A lot of people with diabetes ask us -</b>
1. How can I control my sugar?
2. Can I keep my sugar levels in check with intermittent fasting?
3. Does maintaining a diabetes logbook help me reduce my sugar levels?

We designed the diabetic diet app to help answer various problems faced by diabetes patients. The diabetic diet app's carb counter helps to measure the carb/glucose intake. The diabetic recipes ensure that glucose levels are maintained within normal levels. By reducing glucose levels by carb counting, healthy diet & intermittent fasting you can control your hba1c.

Download this free diabetic recipes app today and get started on your diabetics journey. Enjoy the best diabetic recipes app","100,000+",3.99,Food & Drink,USD,0.0,True
Diabetes,Diabetes & Diet Tracker,https://play-lh.googleusercontent.com/9EXPE7wCzMCabiu0OwMQeQef1YdQgEbqK0e8No6FKMewCkj48a3v2SPoW5yr5oNy_Jk,"MyNetDiary’s Diabetes & Diet Tracker app is the easiest and most comprehensive diabetes tracker app for Android.  MyNetDiary can help you better understand and control diabetes and pre-diabetes - along with improving your diet, losing weight and providing feedback, support and motivation.
 
MyNetDiary was featured in the Consumer Guide of Diabetes Forecast magazine, published by the American Diabetes Association, the world’s most trusted source of diabetes information. 

Designed for diabetes type 1, type 2, pre-diabetes and gestational diabetes.

<b>This app helps you understand and control all aspects of diabetes</b>. It shows you the “big picture” of your blood glucose factors by counting carbs in the food you eat, recording medication intake, exercise and everything else you want to capture about your condition.

The app coaches you on losing weight and staying fit. You will learn to eat better and become more active with app tips. The app reveals what really affects your blood glucose when you start changing your lifestyle. We hope your diabetes management story will be a success empowered by our tracker.

Our efficacy study based on self-reported MyNetDiary user data has shown that <b>an active user loses 12% of body weight. Average A1C reduction is 1.4%</b>.

MyNetDiary follows evidence-based guidelines and was ranked #1 diet app by an independent study published in the American Journal of Preventive Medicine. MyNetDiary was featured on NBC, NPR, Lifetime's The Balancing Act, USA Today, Wall Street Journal and Health Magazine.

▌ ESSENTIAL TOOLS FOR YOUR DIABETES & DIET MANAGEMENT
✓ Comprehensive blood glucose tracking with flexible pre-and post-meal target ranges. The app highlights out-of-range readings. Label your readings and understand root causes of BG excursions.
✓ Quick food logging takes only a few minutes a day. Meal reminders help you track consistently. Barcode scanner and instant food search make it fun.
✓ Optional insulin and medication tracking.
✓ Track lab results including A1C, cholesterol, blood pressure and heart rate.
✓ Diet planning for weight loss and maintenance. The app helps you set a realistic weight goal and lose weight in a steady, comfortable fashion.  It keeps analyzing your diary and provides personalized diet tips, it’s like having a virtual coach in your pocket.
✓ Carb counting and nutrition tracking uses a catalog of more than one million verified foods, updated daily. If a food is not in the catalog, send us its photos from the app and we will add the food for you, we call it “PhotoFood service”. 
✓ The app starts showing matching foods as you type food name or brand. Food Score helps you understand food labels at a glance.
✓ Net carbs or diabetes carb count for every meal and day
✓ Exercise tracking: log manually or link your diary with Fitbit*, Withings* and Garmin*.
✓ Track your water intake and all body measurements
✓ Custom trackers - track anything you want, such as quality of sleep, symptoms, and more.
✓ Detailed daily and weekly analysis, a comprehensive set of charts and reports helping you understand blood glucose, food, nutrition, weight loss, carb counting and diet management.
✓ Automatic backup to MyNetDiary.com 
✓ App screens are custom-tailored for tablets and phones.

SUPPORTS ANY DIET
● Try Premium Diets: Low-Carb, Keto, High-Protein, Low-Fat, Mediterranean or time-proven Calorie Counting.
● Plan meals in advance to hit your macros targets with Premium Menus full of delicious Recipes and Meals created by Registered Dietitians.

* Advanced features require Premium subscription 

▌DISCLAIMER
This app is an educational tool, it is not a medical device, it is not a substitute for a medical device or medical care, and it does not provide diagnosis, cure, mitigation, treatment, or prevention of any disease. If you have questions or concerns about individual health matters or management of your conditions, please consult your healthcare team.","5,000+",4.4356437,Medical,USD,9.99,False
Diabetes,Glucose tracker－Diabetic diary,https://play-lh.googleusercontent.com/tDhCVkI6NWBwWm7tY-THfhKGo7tNn35moG60paA2D6wvOT0On5pRHMCgdDqeMkDuiP4,"<b>Diabetes diary</b> - will become an indispensable glucose buddy for anyone with gestational diabetes, type 1 or type 2. The glucose diary will allow you to track regular hemoglobin, sugar levels, pressure, insulin reminder, and also add tags, medications, condition, and weight to each record. With the help of regular sugar log, observe trends in blood sugar log and decide on that information how can you treat it and also provide your doctor with all the necessary information for effective diabetes treatment. There is a strong and smart insulin tracker which help you to set your daily value and to monitor every medication taken.
 
★ Diary of diabetes tracker takes into account the specifics of each person and allows you to flexibly set the normal blood sugar tracker levels – sugar diary app will automatically analyze each record and meter the dynamics of changes in charts, so in fact, you will take full diabetic control.
 
<h2><b>Functionality of the app:</b></h2>
✓ <b>Add in one touch</b> blood glucose monitoring, hemoglobin levels, weight, as well as taken drugs;
✓ Make glucose tracker <b>more informational</b> - log insulin calculator data, BU taken, mood level and attach comments;
✓ <b>Add tags</b> to each record – so with the help of diabetes buddy you will find out dynamics, for example, Before meals, After meals, In the Morning, In the Evening, etc.;
✓ Use and set different blood glucose level <b>units</b> - mg/dl or mmol/l;
✓ Calculate the insulin index;
✓ Track weight sugar dynamic;
✓ A flexible and well-thought-out <b>notification system</b> - now it will be very difficult not to enter glucose meter data and blood sugar readings into the diabetes diary or take measurements. Set insulin reminder and no one will never forget to enter all the necessary data;
✓ Manage diabetes logbook and know all everything about yourself - more than <b>7 different charts</b> that analyze the input data, show trends, dynamics and dependencies of changes in glucose monitoring, hemoglobin, well-being, monitor insulin calc progress;
✓ <b>Export all records</b> entered into blood sugar diary tracker and send it to email, .txt file or export blood glucose tracker readings into .XLS and .PDF format files.

 
★ This application will be an excellent assistant as a diabetic log book and all those who suffer from glycemia, and a diary of sugar will not only allow you to regularly record log sugar levels but also analyze them to understand your body.

😃<b>What is TAG system?</b> This is a lot of possibilities in the pocket - glucose tracker can set tags before entering each blood sugar log readings - before dinner, after a sports activity, alcohol, driving and etc. So, later, it will be very easy and effective to analyze your glucose log and to find out what factors and things make sugar levels high or low.

💊 In addition, you can <b>log each medication taken</b>, log insulin tracker and also find out which medicine fits your best and make your blood glucose log normal or not - by this approach you can manage diabetes logbook more effectively. 

👍 By the way, for many people, this app will be an excellent helper for health care/doctor, and if you are diabetic, with the help of glucose buddy you can now easily provide detailed reports of condition for any specialist. For every person, who has D1 or D2, it is very important to pedantically and regularly monitor and record your progress. In this way, you can not only stabilize your condition but also improve your well-being and lead a full-fledged lifestyle. What could be easier? Just take measurements every day. The insulin calculator will tell you everything you need (but it’s worth remembering that you always need to check the calculated doses manually).
 
<i>For any questions, ideas, and suggestions of the improvement of the diabetic log book - please write to our contact mail.</i>","100,000+",4.36,Health & Fitness,USD,0.0,True
